name,@lat,@lon,addr:street,contact:phone,contact:website,opening_hours
Le Riad,48.8880810,2.2979280,,,,
Pizzeria,48.8974737,2.3312683,Boulevard Ney,,,
Edo,48.8959871,2.3304855,Villa Vauvenargues,,,
Mayday,48.8872260,2.3324699,,,,
La Mascotte,48.8956839,2.3432577,Rue Letort,,,
Crép'uscule,48.8903924,2.3348954,Rue Lamarck,,,
Chiyoda,48.8905518,2.3349318,Rue Lamarck,,,
La Locanda di Pulcinella,48.8884600,2.3329118,Rue Damrémont,,,
Mimura,48.8875448,2.3327991,Rue Damrémont,,,
Le Cochon Gaulois,48.8915656,2.3353161,Rue Marcadet,,,
Restaurant Soleil Levant,48.8954031,2.3374652,,,,
Chez Violeta,48.8344267,2.2884194,,,,
Mad'eo ! • Crêperie bretonne,48.8338498,2.2894608,,+33 1 42 50 52 43,https://www.madeo.bzh,
La Pachanga,48.8396425,2.3230292,,,,"Tu-Th 19:00-02:00, PH,Fr,Sa 19:00-05:00"
Heureux comme Alexandre,48.8518696,2.3447020,,,,
Le Petit Pont,48.8526852,2.3467698,,,,
Le Coin d'Alexandre,48.8322319,2.2933954,,,,
Délices Bobun 23,48.8491856,2.4063562,Rue des Pyrénées,,,"Mo-Sa 11:30-14:30,18:30-22:30; Su 18:30-22:30"
Le Patio,48.8480831,2.4040261,Cours de Vincennes,,,19:00-23:00
Bambou d'Or,48.8222536,2.3618120,,,,
Long Hoa,48.8221935,2.3616081,,,,
Pho Tai,48.8221264,2.3613884,,,,
Pho 18,48.8222287,2.3611417,,,,
La Tonkinoise,48.8221688,2.3609429,,,,
Hang Meas,48.8221335,2.3607766,,,,
Miyazaki,48.8947585,2.3282626,,,,
Le 119,48.8952777,2.3280062,,,,
Jade,48.8954862,2.3284782,,,,
Gourmet Impériale,48.8960027,2.3286958,,,,
Le Kashmir,48.8961868,2.3389271,,,,
La petite auberge,48.8347833,2.2887478,,,,
La Roma,48.8342967,2.2879777,,,,
La Table marocaine,48.8341388,2.2878870,,,,
Café Victoria,48.8335658,2.2868046,,+33 1 48 28 47 92,https://levictoriaparis.fr/,Mo-Su 07:00-01:00
Dong Khanh,48.8221897,2.3589982,,,,
Amo,48.8354116,2.2892340,,,,"Mo-Sa 12:00-14:30,19:00-22:00"
Amazonas,48.8340535,2.2873426,,,,Mo-Su 12:00-23:00
Le Régal de Titi,48.8219714,2.3582637,,,,
Arashi Yama,48.8220277,2.3582482,,,,
Tawlet,48.8685479,2.3683248,Rue de la Fontaine au Roi,+33 6 73 92 49 12,https://www.soukeltayeb.com/tawlet/11/tawlet-paris,"Mo-Sa 12:00-14:00,19:30-22:00; Su 12:00-14:00"
Acá,48.8831446,2.3355900,,+33 1 88 61 04 05,http://acataqueria.fr,"Mo-Fr 11:30-15:00, 18:00-20:30; Sa-Su 11:30-20:30"
La Fine Gueule,48.8234610,2.3537855,,,,"Mo-Sa 11:00-15:00,17:00-21:00+"
Il Piccolo Rifugio,48.8846735,2.3416481,Rue Chappe,,,
La Vache et Le Cuisinier,48.8845746,2.3412167,,,,
Autour du Yangtse (食尚煮意),48.8720517,2.3351032,,,,"Mo-Sa 12:00-15:00,18:00-22:00"
Au Bourgeon d'Or,48.8298047,2.3568277,,,,"18:30-23:00, Mo-Sa 11:30-15:00"
Kadoya,48.8662620,2.3356061,,,,
Dosanko Larmen,48.8670520,2.3359949,,,,
Le Lieu Dit,48.8683213,2.3896470,Rue Sorbier,,,Tu-Su 16:00-02:00
Le Coupe-Chou,48.8484873,2.3463043,Rue de Lanneau,,,Mo-Su 19:00-22:45
La Sirena,48.8507620,2.3449853,,+33 1 43 54 09 89,,"Mo-Su 12:00-15:00,18:00-24:00"
Le Perraudin,48.8463488,2.3432658,,,,
Yoki Sushi,48.8308414,2.3123480,,,,
Chez Ami 2,48.8311654,2.3137963,Rue Raymond Losserand,,,
La Maison,48.8781869,2.2884063,,,,
Feyrouz,48.8502006,2.2918459,,,,
Pasta del Nonno,48.8501155,2.2920291,,+33 1 45 77 66 47,https://www.pastadelnonno.fr,
L'Entrepôt,48.8420674,2.3760001,,,,
Chez Janny,48.8496420,2.3535140,,,,"Tu-Su 11:30-15:00,18:30-22:30"
Double Dragon,48.8625334,2.3799298,Rue Saint-Maur,,,"We-Su 12:00-14:30, 19:30-22:30"
À Table,48.8570961,2.3998935,,,,
Kimgogi,48.8575637,2.3994629,Rue de Bagnolet,,,
Chez Huang Pyrénées,48.8590223,2.4024858,,,,"Mo-Su 12:00-14:30,19:00-23:00"
Le Magnolia,48.8590692,2.4058632,Rue Saint-Blaise,,,Mo-Sa 08:00-02:00
Marco Polo,48.8514439,2.3380763,,,,
Botza,48.8793934,2.3894871,Rue Botzaris,,,
Fu Wei 闊以,48.8371879,2.3497424,,,,
Pizza Julia,48.8516214,2.3720475,,,,"Tu-Su 06:30-15:00, 18:30-23:00"
Park Avenue,48.8972969,2.3847847,,,,
Vérona,48.8970881,2.3845721,Avenue Corentin Cariou,,,"Mo-Su 12:00-15:30,19:00-22:30"
La Boule Rouge,48.8731487,2.3445761,,,,
Gradelle,48.8713070,2.3479965,,,,
Sushi Gourmet,48.8530064,2.2754461,Rue de l'Assomption,,,"Tu-Sa 12:00-14:30,19:00-22:30"
L'Ogre,48.8511283,2.2785040,,,,
Palace Thaï,48.8526949,2.3089511,,,,"Tu-Su 11:30-15:00,19:00-23:00"
Le Paradis du Fruit,48.8707216,2.3006611,,,,
Asian,48.8682088,2.3014586,,,,
Les Enfants Perdus,48.8743577,2.3618882,,,,
Mme Shawn,48.8742246,2.3623869,Rue des Récollets,+33 1 46 07 02 00,http://www.mmeshawn.com/,"Mo-Su 12:00-15:00,19:30-23:00"
Lulu la Nantaise,48.8728069,2.3634412,Rue de Lancry,,,
Flora Danica,48.8729275,2.2988558,,,,
Pizza Vesuvio,48.8730664,2.2984682,,,,
Chez Loulou,48.8616342,2.3513346,,,,
C'Roll Sushi,48.8618029,2.3518340,,,,
Pop's,48.8541789,2.2759650,,,,
Chez Zhong,48.8656555,2.2894172,,+33 1 47 27 92 30,,
Mandarin de Ming,48.8652925,2.2891532,,,,
,48.8654719,2.2892837,,,,
Sadarnac,48.8594938,2.4051634,Rue Saint-Blaise,,,
L'Éphémère,48.8283432,2.3263543,Avenue du Maine,+33 1 45 40 71 95,,Mo-Su 08:00-02:00
Popine,48.8654516,2.3850312,Boulevard de Ménilmontant,,,"Mo-Th 09:00-15:00,19:00-23:00; Fr 09:00-15:00,19:00-24:00; Sa 12:00-24:00; Su 12:00-23:00"
Chez Sam,48.8708913,2.3580857,,,,
Siam Square,48.8687802,2.3624897,Boulevard de Magenta,,,
Zerda,48.8691974,2.3573637,,,,
Les coulisses,48.8692829,2.3564322,,,,
Fripon,48.8695329,2.3933977,Rue Ménilmontant,,,
Pho Hanoï,48.8748054,2.3955581,,,,
L'Eden,48.8751640,2.3321790,,,,
Yang Xiao Chu,48.8349880,2.2890191,,,https://yangxiaochu.fr/,"Tu-Su 11:15-14:45,18:15-22:45"
Café Arena,48.8598245,2.3479142,,,,
Café Oz,48.8592985,2.3479258,,,,
Cantine Afro-Cubaine,48.8601373,2.3481716,,,,
Falafel Café,48.8624336,2.3522545,Rue Bernard de Clairvaux,,,Mo-Su 12:00-23:30
HD Diner,48.8600406,2.3484986,,,,
Barioca,48.8600556,2.3483497,Rue Saint-Denis,,,
Chun Yang,48.8610885,2.3541538,,,,
Mimmo,48.8591455,2.3478511,,,,
Pizza e Mozza,48.8602833,2.3482093,,,,
Sakura,48.8611413,2.3539846,,,,"Mo-Su 12:00-15:00,18:00-23:15"
5 baht,48.8592164,2.3534263,Rue Saint-Merri,,,
Hoa Tong,48.8620139,2.3537022,,,,
New New,48.8621068,2.3534523,,,,"Tu-Su 12:00-14:30,19:00-22:30"
Ar Poul Gwen,48.8634806,2.3500559,,,,"Su-Th,PH 11:00-00:30, Fr,Sa 11:00-02:00"
Banana Café,48.8601905,2.3476020,,,,
Bann Thaï,48.8601948,2.3475156,,,,
Beho,48.8596402,2.3474601,,,,
Hoki Sushi,48.8629594,2.3487932,,,,
Le Rhinocéros,48.8636688,2.3493302,,,,
New Shangaï,48.8637905,2.3499100,,,,
Agapé,48.8848688,2.3069070,,,,
La Pharmacie,48.8654002,2.3689428,Rue Jean-Pierre Timbaud,,https://www.restaurant-lapharmacie.fr,"Mo-Sa 12:00-14:30,19:30-23:00"
Pizzamore,48.8355753,2.3240154,,,,
Vin et Marée,48.8364355,2.3230794,,,,
Delano Paris,48.8369744,2.3911550,,,,
Le cidre d'or,48.8363799,2.3920967,,,,
The Indian Corner,48.8363399,2.3921283,,,,
L'étoile du Maroc,48.8365732,2.3919722,,,,
La Margherita,48.8389625,2.3961260,,,,"Tu-Sa 12:00-15:00,19:00-23:00; Su 19:00-23:00"
Sapori,48.8452414,2.3792066,,,,
Ting Ting,48.8388762,2.3961905,,,,
Deli hemp,48.8440274,2.3842239,,,,
La Closerie des Lilas,48.8401082,2.3360508,,,,"Mo-Su 12:00-14:30,19:00-22:30"
Le Bal Bullier,48.8395194,2.3363368,,,,"Mo-Su,PH 08:00-23:00"
L'Étoile de Mer,48.8614813,2.3771810,,,,
Au Coucou des Peupliers,48.8217455,2.3523997,,,,
Populus,48.8221973,2.3554703,,,,"Mo-Fr 12:30-14:30, Th-Sa 19:00-22:30"
Le Saint-Ferdinand,48.8778735,2.2875842,,,,
Pizza Vesuvio,48.8708682,2.3020203,,,,
Lina's,48.8697963,2.3036044,,,,
Chez René,48.8495949,2.3544046,,,,"Tu-Sa 12:00-14:30,19:00-23:00"
Diwan,48.8681094,2.3015088,,,,
Léon de Bruxelles,48.8704351,2.3043615,,+33 1 42 25 96 16,https://restaurants.leon-de-bruxelles.fr/fr/s/moules-frites/champs-elysees/36001,Mo-Th 11:45-00:00; Fr-Su 11:45-01:00
Le Bistro 25,48.8693740,2.3077196,,,,
La Maison des Frigos,48.8310317,2.3791154,,,,
Afaria,48.8360032,2.2916086,,+33 1 48 42 95 90,http://www.restaurant-afaria.fr,"Tu,Fr 12:00-14:00,19:00-22:30; We,Sa 12:00-14:00,19:00-23:00; Th 12:00-14:15,19:00-22:30"
Chiang Rai Mai,48.8360026,2.2919856,,,,"Mo-Sa 12:00-14:30,19:00-22:30"
Crescendo,48.8444056,2.3230253,,,,
Le Temps au Temps,48.8519848,2.3846342,,,,
Le Plomb du Cantal,48.8405125,2.3235107,Rue du Maine,,,Mo off
La Cuisinière Lyonnaise,48.8777760,2.2877961,,,,
Jardin de Chiang Mai,48.8643014,2.4002976,,,,"Mo,Tu,Th-Sa 12:00-15:00,18:30-23:00; We 12:00-15:00"
Le Chaber,48.8288886,2.3760435,Rue du Chevaleret,,,
Boteco,48.8720371,2.3481740,,+33 1 44 83 00 21,http://www.restaurant-bistrot-unjouraparis.com/,
Poki Poka,48.8810748,2.3732873,,,,
Les Vinaigriers,48.8732358,2.3613780,Rue des Vinaigriers,,,
Piccoli Cugini,48.8732266,2.3622822,Rue des Vinaigriers,,,"Mo-Su 12:00-15:00, 19:00-22:30"
Klayaa,48.8281574,2.3022904,,+33 1 48 28 01 02,,
Patakrep,48.8944499,2.3440521,,,,
Cœur de Breizh,48.8417153,2.3245852,,,,
Tandoori,48.8435173,2.3219294,,,,
Le Petit Morbihan,48.8417670,2.3245731,Rue d'Odessa,+33 1 43 22 48 76,,
Kaza Maza,48.8419884,2.3244404,,,,
Odessa,48.8415107,2.3246176,,,https://odessa.paris/,"Mo-Sa 06:30-02:00, Su 07:30-02:00"
Léon de Bruxelles,48.8429231,2.3260926,Boulevard du Montparnasse,,,Mo-Su 11:45-00:00
Bistrot Di Pietro,48.8405515,2.3159715,,,,
Le Dax,48.8407506,2.3165877,,,,
Cantal 15,48.8428046,2.3210427,,,,Mo-Sa 07:00-02:00
Chez Pietro,48.8405038,2.3158186,,,,
Le Cosy Montparnasse,48.8415667,2.3196636,,,,
Siam House,48.8404090,2.3155450,,,,
Crêperie le Ty Breizh,48.8408520,2.3154700,Boulevard de Vaugirard,,,
L'Atlantique,48.8410405,2.3217676,,,,
Pergo,48.8750926,2.2837673,,,,
La villa Corse,48.8754701,2.2836788,,,,
La Gazette,48.8750872,2.2865005,Rue Duret,,,
Shikoku,48.8756941,2.2862216,,,,
La Cagouille,48.8371723,2.3209043,,,,
Le Denfert Cafe,48.8341167,2.3339725,,,,Mo-Sa 06:30-02:00
Chez Yanina,48.8727963,2.3429609,,,,
Ravioli Nord-Est,48.8727029,2.3429812,,,,
Caffé Da Moli,48.8450620,2.2639791,,,,
Bassanti,48.8393228,2.3238770,Rue Larochelle,,,"18:30-23:30, Tu-Su 12:00-14:30"
Le palais de Shah Jahan,48.8466620,2.2831751,,,,"Tu-Su 11:30-14:30, Tu-Th,Su 18:30-23:00, Fr,Sa 18:30-23:30"
Sawadee,48.8465353,2.2834107,,,,
Sakura,48.8420551,2.2629038,Boulevard Exelmans,,,
La Cantine,48.8420009,2.2643568,,,,
Cœur de Breizh,48.8595096,2.3491370,Rue des Lombards,,,"Mo-Fr 12:00-14:30,19:00-23:00; Sa-Su 12:00-23:00"
Le Gracia Bella,48.8913792,2.3185329,,,,
Tang Gourmet Paris,48.8239202,2.3655030,,,,Tu-Fr 09:00-20:00; Sa 08:00-20:00; Su 08:00-13:00
Hypnose,48.8231449,2.3164243,,,,
Label Green,48.8774984,2.3489986,,,,
Top Sushi,48.8273002,2.3061847,,,,
Bloom Sushi France,48.8819545,2.3016489,,,,Tu-Sa 12:00-23:00
Starter's,48.8579931,2.4032941,,,,
Le Jouffroy,48.8851757,2.3075791,,+33 1 47 63 62 21,,Mo-Fr 06:30-21:00; Sa 07:00-20:00
Restaurant Brigitte,48.8820348,2.3139529,Avenue de Villiers,,,"Mo-Su 12:00-14:30, 20:00-22:30"
Bistrot du Passage,48.8824595,2.3171769,Passage Geffroy Didelot,,,
La Delice Sushi,48.8720078,2.3430441,,,,Mo-Su 11:00-23:00
Okayama,48.8495349,2.2915103,,+33 1 45 78 80 01,,
Chez Thomas,48.8494723,2.2914581,,+33 1 40 59 82 38,,
Matteo,48.8729655,2.3432485,Rue du Faubourg Montmartre,,,
Villa Montmartre,48.8718024,2.3432812,,,,
Café-Restaurant du CROUS de Paris,48.8193061,2.3373740,,,,"Mo-Fr 11:45-14:15,18:00-21:00; Sa 10:00-15:00"
Café d'Avant,48.8396713,2.3471300,,,,
Aux Sportifs Réunis,48.8318674,2.3029122,,,,Tu-Sa 11:00-15:00; Mo off
Le Vert Tulipe,48.8767250,2.3307380,Rue de Londres,,,
Bistrot Charbon,48.8610880,2.3512876,,,,
Le Cirque,48.8614615,2.3514506,,,,
Sakura Teppanyaki,48.8841484,2.3227392,,+33 1 45 22 02 56,,
Japikeo,48.8840872,2.3230100,,,,
Le Relais Gascon,48.8861392,2.3337047,Rue Joseph de Maistre,,,
Chez Younice,48.8515774,2.3992874,,,,
Pho 11,48.8515583,2.3992080,Rue d'Avron,,,
Le Cambodge,48.8720855,2.3661671,Avenue Richerand,,,
Le Petit Cambodge,48.8716683,2.3681098,Rue Alibert,,,Mo-Su 12:00-23:00
Chibby's Diner,48.8471374,2.3947373,,,,"Tu-Fr 9:30-15:30,18:30-23:00; Sa-Su 10:30-23:00"
Fukuyama,48.8447255,2.3894688,Rue de Reuilly,,,"Mo-Fr 11:45-14:15,18:30-23:00; Sa,Su 11:45-14:45"
Georges,48.8599384,2.3522973,,,,
Casa de Torino,48.8275287,2.3149795,,,,
Sole di Sardegna,48.8848179,2.3229311,,,,
Crocus,48.8281219,2.3158457,,,,"Tu-Sa 12:00-14:00,19:30-22:30"
Café Cotta,48.8412254,2.3738186,,,,
Da Mario et Monica,48.8752037,2.3038452,,,,
Saveurs de Tokyo,48.8405817,2.2643550,,,,
Au Petit Bistrot d'Auteuil,48.8470394,2.2681523,,,,
L'Afrodisiac,48.8701802,2.3491472,,,,
Le Comptoir Moderne,48.8467117,2.2996270,,,,
Paris Beaubourg,48.8596113,2.3520607,,,,Mo-Su 07:00-02:00
Le Bonheur,48.8730359,2.3435127,,,,
Manhattn's Burgers,48.8656025,2.3468798,Rue Montorgueil,,,Su-Th 11:00-22:30; Fr-Sa 11:30-23:00
Au Rocher de Cancale,48.8655913,2.3471265,,+33 1 42 33 50 29,,
Le Jardin du Kashmir,48.8852949,2.3163278,,,,
Chez Yong 鼎鼎香,48.8238476,2.3506828,Rue de la Colonie,,,"Tu-Su 11:45-14:30,18:45-22:30"
Chào Sapa,48.8402962,2.3340805,,,,"Mo-Sa 12:00-15:00,19:00-23:00"
Allo Pizza Express,48.8207235,2.3507707,,,,
Eleftheria,48.8313840,2.3734795,Rue du Chevaleret,,,
Le Cornichon,48.8341785,2.3261353,Rue Gassendi,,,"Mo-Fr 12:00-14:30, 19:00-22:30"
Le Point Zéro,48.8676507,2.3427272,,,,
Le Soixante Quinze,48.8199747,2.3484120,,,,
Aux Peuplettes,48.8233348,2.3532089,,,,Mo-Fr 09:00-15:00
Les Associés,48.8515362,2.3695338,,,,
Le Bastille,48.8537085,2.3705075,,+33 1 43 07 79 95,,Mo-Su 07:30-04:30
Le Falstaff,48.8537231,2.3702430,Place de la Bastille,,,Mo-Th 07:00-02:00; Fr-Su 05:00-02:00
Le Philosophe,48.8502098,2.3923579,,,,
Vin & Marée,48.8497025,2.3932209,Boulevard Voltaire,,,
Makoto,48.8494363,2.3945868,,,,Mo-Su 11:00-24:00
Allegria,48.8381387,2.3706607,,,,
Impérial Choisy,48.8221895,2.3632536,,+33 1 45 86 42 40,,12:00-23:00
Fung Shun,48.8223097,2.3631506,,,,
Mister Chen,48.8222916,2.3627648,,,,Mo-Su 08:30-22:00
Li Ka Fo,48.8222392,2.3628073,,,,
L'Hommage,48.8223782,2.3631115,,,http://www.lhommageparis.com,"Mo-Fr 12:00-14:00, 19:00-21:30"
Hauky,48.8223716,2.3627130,,,,
Thai Vien,48.8230753,2.3626307,,+33 1 53 61 18 58,,We-Su 12:00-23:00
Pho Bom,48.8234533,2.3618634,,+33 1 58 89 28 88,https://phobom.fr/,Mo-Su 11:00-23:00
Quan Nhà,48.8229485,2.3577916,,,,
Le Zen,48.8229254,2.3569509,,,,
Le Monza,48.8211212,2.3425439,Rue de l'Amiral Mouchez,+33 1 45 80 33 73,,"Mo-Sa 12:00-15:00,19:00-23:00; Su off"
Gap,48.8202708,2.3594105,,,,
Restaurant Gap,48.8202117,2.3594306,,,,
Chez Petit Jean,48.8195166,2.3596336,,,,
Chez Julia,48.8193544,2.3597323,Boulevard Masséna,,,
Le Mandarin,48.8193606,2.3601238,,,,
Nouilles,48.8506918,2.3841353,,,,
Au Relais Chardon,48.8410733,2.2637691,,,,
New Chen Regal,48.8226770,2.3469702,Rue Bobillot,,,
Délices de Bobillot,48.8253834,2.3497343,Rue Bobillot,,,
Le Verbalon,48.8258284,2.3486459,,+33 1 42 46 63 14,https://leverbalon.fr/,Tu-Fr 08:00-00:00; Sa 10:00-00:00
Traiteur Xin Yu,48.8255453,2.3475405,,,,Mo-Sa 10:30-22:00; Su off
L'Excuse,48.8256803,2.3462164,,+33 1 45 89 68 57,http://www.lexcuse-restaurant.com/,Mo-Sa 12:00-15:00; Mo-Th 19:00-22:00
Vittoria,48.8772038,2.3512997,,,,
San Giovanni,48.8264077,2.3428246,,,,Mo-Su 18:30-23:30
Délices 10e,48.8764781,2.3553328,,,,
Mâche,48.8770752,2.3509789,,,,
Le Royal Kebab,48.8764892,2.3552357,,,,
Pizza Caravelle,48.8266961,2.3392484,,,,
Joayo,48.8268373,2.3383598,Rue d'Alésia,,,"Mo-Su 12:00-14:30, 19:00-22:30"
Azhen pâtes,48.8279313,2.3307106,Rue d'Alésia,+33 1 43 27 73 01,http://www.momento.rest,"Mo-Sa 12:00-15:00,18:00-23:00"
Le Verre Siffleur,48.8277088,2.3287499,,+33 1 40 47 08 34,,Mo-Su 08:00-01:30
La Fabrica,48.8277188,2.3277840,,+33 1 45 49 42 55,https://lafabricaparis.fr/,Mo-Su 12:00-23:30
Heng Long,48.8463247,2.3542973,,,,
Cave Pétrissans,48.8813686,2.2958407,,,,
Neelkanth,48.8673359,2.3991033,,,,
Ohinéné,48.8674669,2.3990064,,,,Mo-Su 11:30-15:00
Chang Sheng,48.8665408,2.3996952,,,,
Il Pinocchio,48.8675406,2.4005552,Avenue Gambetta,,,"Mo-Su 12:00-15:00,18:00-23:00"
L'Os A Moelle,48.8729522,2.4050353,,,,
Toscana,48.8722194,2.4047424,,,,
Wok & Hoki,48.8772372,2.4094754,,,,
Jeyma,48.8711865,2.4001138,,,,
Jioko,48.8768498,2.4058148,,,,
Le Tablier Rouge,48.8690126,2.3971718,,,,
Aarchna,48.8723933,2.3993546,,,,
Grazia Maria,48.8727315,2.3989432,,,,
Osaka Shiyato,48.8758469,2.4020073,,,,
Chez Papa,48.8248691,2.3468871,Rue de la Colonie,,,"Tu-Su 12:00-15:00, 18:00-01:00"
Le Barrault,48.8250908,2.3464880,Rue Barrault,,,Mo-Sa 09:00-20:30
Saveurs d'Himalaya,48.8237982,2.3450583,,,,
Resto Racine,48.8237048,2.3451996,,,,"Mo-Su 12:00-15:00, PH,Mo-Su 19:00-23:00"
Hai Bà,48.8218981,2.3423123,,,,"Tu-Sa 12:00-14:30,19:00-22:00"
La Goutte d'Eau,48.8247674,2.3413234,,,,
Galerna,48.8645188,2.3999894,,,https://www.galerna.fr/,
Chantefable,48.8664565,2.3996388,,,,
Pizza Clip,48.8643290,2.3977966,,,,
Chez Papa,48.8655701,2.3988667,Avenue Gambetta,,,Mo-Su 12:00-00:00
Jaisalmer,48.8641688,2.3976584,,,,
Chez Betty,48.8642835,2.3981370,,,,
Futake,48.8650741,2.3972853,,,,
Les Docks 13/14,48.8255079,2.3417469,,,,"Mo 11:00-15:00; Tu-Sa 11:00-15:00,18:30-23:00"
Pho 68,48.8821555,2.3281747,,,,"Mo-Sa 11:00-15:00, Mo-Su 18:00-23:00"
Di-Choulie,48.8333523,2.3556788,Rue Primatice,,,"Tu-Sa 11:30-14:30,18:30-22:30; Su 11:30-14:30; Mo off"
Thaï Yim,48.8226287,2.3606739,,,,
Dông Tâm,48.8226746,2.3608366,,,,"Mo-Su 11:00-15:30,18:00-23:00"
Fuku Sushi,48.8226533,2.3607500,,,,"Tu-Sa 11:30-14:30, Mo-Su 18:30-22:45"
Ngoc Xuyén SàiGòn,48.8229131,2.3618148,,,,Mo-Sa 09:30-17:00
Fleurs de Mai,48.8231151,2.3621098,,+33 1 44 24 37 71,,Th-Tu 11:30-23:00
Jie Jia,48.8209686,2.3644145,Avenue de Choisy,,,Mo-Su 07:30-22:30
Villa d'Or,48.8243557,2.3621014,,,,
Tian Tian Wang,48.8244847,2.3621306,,,,"Tu-We off; Th 19:00-02:00; Fr-Mo 12:00-15:00,19:00-02:00"
Saigon Moi,48.8245544,2.3621635,,,,
L'Indochine,48.8245778,2.3614015,,,,"Tu-Su 12:00-15:00,19:00-23:30"
Pho Damsen,48.8250784,2.3610028,,,,
Basilic & Spice,48.8247279,2.3612848,,,,"Tu-Su 12:00-15:00,19:00-23:30"
Mali,48.8249548,2.3611007,,,,
Le Lotus,48.8257664,2.3605166,,,,
Moonlight,48.8257678,2.3600306,,,,
La Caravelle Saigon,48.8253582,2.3607812,,,,
Au Village de Choisy,48.8254715,2.3606886,,,,
Saigon,48.8256982,2.3612634,,,,
Sarawan,48.8255348,2.3609777,Avenue d'Ivry,+33 1 45 86 25 11,http://www.lesarawan.com,
Lao Lane Xang,48.8256127,2.3614328,,+33 1 58 89 00 00,,Mo-Tu 15:00-23:00;Th-Su 15:00-23:00
bò bún cây ớt,48.8254727,2.3611014,,,,
La Mangue Verte,48.8255281,2.3616006,,,,
Hội An,48.8254308,2.3611848,,,,"Tu-Su 12:00-14:00, 19:00-21:00"
Taipao Xiaopao,48.8252762,2.3614912,,,,
Thai Royal,48.8249807,2.3620807,,,,"We-Mo 12:00-14:30, 19:00-23:30, Tu closed"
Phở Mùi,48.8250256,2.3619913,,+33 1 45 83 70 68,,08:00-22:30
Le chalet du Parc,48.8213603,2.3347178,,,,Mo-Su 10:00-22:00
Bistrot 32,48.8216101,2.3337594,,,,"Mo-Sa 11:45-14:45,18:30-22:15"
Paris Orléans,48.8233818,2.3258385,,,,
Talya,48.8387784,2.3813074,Rue Corbineau,,,
L'Ecir,48.8328501,2.3359981,,,,
Indiana Café,48.8334535,2.3320293,,,,
Les Saveurs de Shanghai,48.8367785,2.2975889,,,,
Champa Lao,48.8353295,2.3023316,,,,
Roger la Grenouille,48.8536438,2.3402017,Rue des Grands Augustins,,,"Mo-Su 19:00-23:00,Mo-Sa 12:00-14:00"
Kong,48.8592431,2.3430986,,,,
Pajolini,48.8889739,2.3623979,,,,"Tu-Th 12:00-14:30,18:30-22:30; Fr-Sa 18:30-23:30; Su 18:00-22:30"
Chez Pierrot,48.8250351,2.3163632,,,,
L'Auberge Calabraise,48.8256559,2.3136281,,,,
Porte Didot,48.8262642,2.3127271,,,,
Tagawa,48.8263278,2.3124589,,,,
Au Stayer,48.8269282,2.3097177,,,,
Cafe Latin,48.8533700,2.3422475,Rue Saint-André des Arts,,,
Pizza Boticelli,48.8372003,2.2784473,,+33 1 45 58 08 45,,
Coki Traiteur,48.8373662,2.2784119,,+33 1 45 58 19 88,,"Mo-Sa 10:30-15:00,18:00-22:00"
Zahlé,48.8375265,2.2783902,,,,Mo-Su 11:00-23:00
Nicosef,48.8378083,2.2783278,,,,
Coco Times,48.8378835,2.2783185,,,,
French Coco,48.8409791,2.2776487,,+33 1 45 54 90 90,,
La Grenouille bleue,48.8415800,2.2776121,,,,
Comptoir des Jasmins,48.8417484,2.2775653,,,,
Ogimi,48.8430969,2.2772758,,+33 1 45 57 86 86,http://www.ogimi.fr,"12:00-15:00,19:00-23:00"
K-chimaek,48.8260381,2.3593245,Rue de Tolbiac,,,Tu-Su 11:30-22:00
Morann,48.8313796,2.2922281,,,,
Al Fawar,48.8312406,2.2923850,,,,
L'Exposition,48.8313819,2.2919236,,,,
L'Atelier du Parc,48.8318056,2.2909044,,,http://www.atelierduparc.fr,
Oh! Popotes,48.8321693,2.2900809,,,,
Trattoria Silviano,48.8333911,2.2872190,,,,
Le Pavé de Versailles,48.8333311,2.2873692,,,http://www.restaurant-pave-versailles.fr,
L'Atelier Versailles,48.8334759,2.2870071,,,,
Osaka,48.8344429,2.2844340,,+33 1 45 32 48 66,https://www.osakavictor.fr/,"Mo-Su 11:30-14:30,18:30-22:30"
Mumbai Lounge,48.8343068,2.2848125,,+33 1 48 28 52 92,,
Le point de chute,48.8349030,2.2831756,,,,
Rodizio Paris,48.8353261,2.2818948,,+33.9 84 34 76 91,https://rodizio-brazil.fr/,"Mo-Fr 12:00-14:30,19:00-23:00; Sa,Su 19:00-23:00"
Hanouman,48.8913744,2.3622950,,,,Mo-Su 12:00-14:30;19:00-00:30
Restaurant Locomotive,48.8912306,2.3619236,,,,
New Thai San,48.8913722,2.3613696,,,,10:00-23:00
Quelli di la,48.8900693,2.3622119,,,,
Le Caroubier,48.8288796,2.2990421,,+33 1 40 43 16 12,http://restaurant-lecaroubier.com,
Le Poivre Rose,48.8394583,2.2629179,,,,
Eden Flower,48.8904554,2.3613786,,,,
El Chalan,48.8316180,2.2920508,,,http://restaurant-elchalan.com,"Tu-Fr 12:00-14:30,19:00-22:30; Sa 13:00-22:30; Su 13:00-15:30"
Cantine max,48.8337223,2.2896712,,,,Mo-Su 11:00-24:00
Bistro Nella,48.8437437,2.2775524,,,,
Crêperie Balard,48.8426810,2.2779896,,,http://creperiebalard.com,
Epifani,48.8426051,2.2779253,,+33 1 45 58 38 33,https://restaurantepifani.com/,"Mo-Fr 12:00-14:30, Fr 19:00-21:30"
